,tokens,Sentiment
477,"[u'We', u'had', u'a', u'group', u'of', u'70', u'when', u'we', u'claimed', u'we', u'would', u'only', u'have', u'40', u'and', u'they', u'handled', u'us', u'beautifully']",1
478,"[u'I', u'LOVED', u'it']",1
479,"[u'We', u'asked', u'for', u'the', u'bill', u'to', u'leave', u'without', u'eating', u'and', u'they', u'didn', u't', u'bring', u'that', u'either']",0
480,"[u'This', u'place', u'is', u'a', u'jewel', u'in', u'Las', u'Vegas', u'and', u'exactly', u'what', u'I', u've', u'been', u'hoping', u'to', u'find', u'in', u'nearly', u'ten', u'years', u'living', u'here']",1
481,"[u'Seafood', u'was', u'limited', u'to', u'boiled', u'shrimp', u'and', u'crab', u'legs', u'but', u'the', u'crab', u'legs', u'definitely', u'did', u'not', u'taste', u'fresh']",0
482,"[u'The', u'selection', u'of', u'food', u'was', u'not', u'the', u'best']",0
483,"[u'Delicious', u'and', u'I', u'will', u'absolutely', u'be', u'back']",1
484,"[u'This', u'isn', u't', u'a', u'small', u'family', u'restaurant', u'this', u'is', u'a', u'fine', u'dining', u'establishment']",1
485,"[u'They', u'had', u'a', u'toro', u'tartare', u'with', u'a', u'cavier', u'that', u'was', u'extraordinary', u'and', u'I', u'liked', u'the', u'thinly', u'sliced', u'wagyu', u'with', u'white', u'truffle']",1
486,"[u'I', u'dont', u'think', u'I', u'will', u'be', u'back', u'for', u'a', u'very', u'long', u'time']",0
487,"[u'It', u'was', u'attached', u'to', u'a', u'gas', u'station', u'and', u'that', u'is', u'rarely', u'a', u'good', u'sign']",0
488,"[u'How', u'awesome', u'is', u'that']",1
489,"[u'I', u'will', u'be', u'back', u'many', u'times', u'soon']",1
490,"[u'The', u'menu', u'had', u'so', u'much', u'good', u'stuff', u'on', u'it', u'i', u'could', u'not', u'decide']",1
491,"[u'Worse', u'of', u'all', u'he', u'humiliated', u'his', u'worker', u'right', u'in', u'front', u'of', u'me', u'Bunch', u'of', u'horrible', u'name', u'callings']",0
492,"[u'CONCLUSION', u'Very', u'filling', u'meals']",1
493,"[u'Their', u'daily', u'specials', u'are', u'always', u'a', u'hit', u'with', u'my', u'group']",1
494,"[u'And', u'then', u'tragedy', u'struck']",0
495,"[u'The', u'pancake', u'was', u'also', u'really', u'good', u'and', u'pretty', u'large', u'at', u'that']",1
496,"[u'This', u'was', u'my', u'first', u'crawfish', u'experience', u'and', u'it', u'was', u'delicious']",1
497,"[u'Their', u'monster', u'chicken', u'fried', u'steak', u'and', u'eggs', u'is', u'my', u'all', u'time', u'favorite']",1
498,"[u'Waitress', u'was', u'sweet', u'and', u'funny']",1
499,"[u'I', u'also', u'had', u'to', u'taste', u'my', u'Mom', u's', u'multi', u'grain', u'pumpkin', u'pancakes', u'with', u'pecan', u'butter', u'and', u'they', u'were', u'amazing', u'fluffy', u'and', u'delicious']",1
500,"[u'I', u'd', u'rather', u'eat', u'airline', u'food', u'seriously']",0
501,"[u'Cant', u'say', u'enough', u'good', u'things', u'about', u'this', u'place']",1
502,"[u'The', u'ambiance', u'was', u'incredible']",1
503,"[u'The', u'waitress', u'and', u'manager', u'are', u'so', u'friendly']",1
504,"[u'I', u'would', u'not', u'recommend', u'this', u'place']",0
505,"[u'Overall', u'I', u'wasn', u't', u'very', u'impressed', u'with', u'Noca']",0
506,"[u'My', u'gyro', u'was', u'basically', u'lettuce', u'only']",0
507,"[u'Terrible', u'service']",0
508,"[u'Thoroughly', u'disappointed']",0
509,"[u'I', u'don', u't', u'each', u'much', u'pasta', u'but', u'I', u'love', u'the', u'homemade', u'hand', u'made', u'pastas', u'and', u'thin', u'pizzas', u'here']",1
510,"[u'Give', u'it', u'a', u'try', u'you', u'will', u'be', u'happy', u'you', u'did']",1
511,"[u'By', u'far', u'the', u'BEST', u'cheesecurds', u'we', u'have', u'ever', u'had']",1
512,"[u'Reasonably', u'priced', u'also']",1
513,"[u'Everything', u'was', u'perfect', u'the', u'night', u'we', u'were', u'in']",1
514,"[u'The', u'food', u'is', u'very', u'good', u'for', u'your', u'typical', u'bar', u'food']",1
515,"[u'it', u'was', u'a', u'drive', u'to', u'get', u'there']",0
516,"[u'At', u'first', u'glance', u'it', u'is', u'a', u'lovely', u'bakery', u'cafe', u'nice', u'ambiance', u'clean', u'friendly', u'staff']",1
517,"[u'Anyway', u'I', u'do', u'not', u'think', u'i', u'will', u'go', u'back', u'there']",0
518,"[u'Point', u'your', u'finger', u'at', u'any', u'item', u'on', u'the', u'menu', u'order', u'it', u'and', u'you', u'won', u't', u'be', u'disappointed']",1
519,"[u'Oh', u'this', u'is', u'such', u'a', u'thing', u'of', u'beauty', u'this', u'restaurant']",1
520,"[u'If', u'you', u'haven', u't', u'gone', u'here', u'GO', u'NOW']",1
521,"[u'A', u'greasy', u'unhealthy', u'meal']",0
522,"[u'first', u'time', u'there', u'and', u'might', u'just', u'be', u'the', u'last']",0
523,"[u'Those', u'burgers', u'were', u'amazing']",1
524,"[u'Similarly', u'the', u'delivery', u'man', u'did', u'not', u'say', u'a', u'word', u'of', u'apology', u'when', u'our', u'food', u'was', u'45', u'minutes', u'late']",0
525,"[u'And', u'it', u'was', u'way', u'to', u'expensive']",0
526,"[u'Be', u'sure', u'to', u'order', u'dessert', u'even', u'if', u'you', u'need', u'to', u'pack', u'it', u'to', u'go', u'the', u'tiramisu', u'and', u'cannoli', u'are', u'both', u'to', u'die', u'for']",1
527,"[u'This', u'was', u'my', u'first', u'time', u'and', u'I', u'can', u't', u'wait', u'until', u'the', u'next']",1
528,"[u'The', u'bartender', u'was', u'also', u'nice']",1
529,"[u'Everything', u'was', u'good', u'and', u'tasty']",1
530,"[u'This', u'place', u'is', u'two', u'thumbs', u'up', u'way', u'up']",1
531,"[u'The', u'best', u'place', u'in', u'Vegas', u'for', u'breakfast', u'just', u'check', u'out', u'a', u'Sat', u'or', u'Sun']",1
532,"[u'If', u'you', u'love', u'authentic', u'Mexican', u'food', u'and', u'want', u'a', u'whole', u'bunch', u'of', u'interesting', u'yet', u'delicious', u'meats', u'to', u'choose', u'from', u'you', u'need', u'to', u'try', u'this', u'place']",1
533,"[u'Terrible', u'management']",0
534,"[u'An', u'excellent', u'new', u'restaurant', u'by', u'an', u'experienced', u'Frenchman']",1
535,"[u'If', u'there', u'were', u'zero', u'stars', u'I', u'would', u'give', u'it', u'zero', u'stars']",0
536,"[u'Great', u'steak', u'great', u'sides', u'great', u'wine', u'amazing', u'desserts']",1
537,"[u'Worst', u'martini', u'ever']",0
538,"[u'The', u'steak', u'and', u'the', u'shrimp', u'are', u'in', u'my', u'opinion', u'the', u'best', u'entrees', u'at', u'GC']",1
539,"[u'I', u'had', u'the', u'opportunity', u'today', u'to', u'sample', u'your', u'amazing', u'pizzas']",1
540,"[u'We', u'waited', u'for', u'thirty', u'minutes', u'to', u'be', u'seated', u'although', u'there', u'were', u'8', u'vacant', u'tables', u'and', u'we', u'were', u'the', u'only', u'folks', u'waiting']",0
541,"[u'The', u'yellowtail', u'carpaccio', u'was', u'melt', u'in', u'your', u'mouth', u'fresh']",1
542,"[u'I', u'won', u't', u'try', u'going', u'back', u'there', u'even', u'if', u'it', u's', u'empty']",0
543,"[u'No', u'I', u'm', u'going', u'to', u'eat', u'the', u'potato', u'that', u'I', u'found', u'some', u'strangers', u'hair', u'in', u'it']",0
544,"[u'Just', u'spicy', u'enough', u'Perfect', u'actually']",1
545,"[u'Last', u'night', u'was', u'my', u'second', u'time', u'dining', u'here', u'and', u'I', u'was', u'so', u'happy', u'I', u'decided', u'to', u'go', u'back']",1
546,"[u'not', u'even', u'a', u'hello', u'we', u'will', u'be', u'right', u'with', u'you']",0
547,"[u'The', u'desserts', u'were', u'a', u'bit', u'strange']",0
548,"[u'My', u'boyfriend', u'and', u'I', u'came', u'here', u'for', u'the', u'first', u'time', u'on', u'a', u'recent', u'trip', u'to', u'Vegas', u'and', u'could', u'not', u'have', u'been', u'more', u'pleased', u'with', u'the', u'quality', u'of', u'food', u'and', u'service']",1
549,"[u'I', u'really', u'do', u'recommend', u'this', u'place', u'you', u'can', u'go', u'wrong', u'with', u'this', u'donut', u'place']",1
550,"[u'Nice', u'ambiance']",1
551,"[u'I', u'would', u'recommend', u'saving', u'room', u'for', u'this']",1
552,"[u'I', u'guess', u'maybe', u'we', u'went', u'on', u'an', u'off', u'night', u'but', u'it', u'was', u'disgraceful']",0
553,"[u'However', u'my', u'recent', u'experience', u'at', u'this', u'particular', u'location', u'was', u'not', u'so', u'good']",0
554,"[u'I', u'know', u'this', u'is', u'not', u'like', u'the', u'other', u'restaurants', u'at', u'all', u'something', u'is', u'very', u'off', u'here']",0
555,"[u'AVOID', u'THIS', u'ESTABLISHMENT']",0
556,"[u'I', u'think', u'this', u'restaurant', u'suffers', u'from', u'not', u'trying', u'hard', u'enough']",0
557,"[u'All', u'of', u'the', u'tapas', u'dishes', u'were', u'delicious']",1
558,"[u'I', u'heart', u'this', u'place']",1
559,"[u'My', u'salad', u'had', u'a', u'bland', u'vinegrette', u'on', u'the', u'baby', u'greens', u'and', u'hearts', u'of', u'Palm']",0
560,"[u'After', u'two', u'I', u'felt', u'disgusting']",0
561,"[u'A', u'good', u'time']",1
562,"[u'I', u'believe', u'that', u'this', u'place', u'is', u'a', u'great', u'stop', u'for', u'those', u'with', u'a', u'huge', u'belly', u'and', u'hankering', u'for', u'sushi']",1
563,"[u'Generous', u'portions', u'and', u'great', u'taste']",1
564,"[u'I', u'will', u'never', u'go', u'back', u'to', u'this', u'place', u'and', u'will', u'never', u'ever', u'recommended', u'this', u'place', u'to', u'anyone']",0
565,"[u'The', u'servers', u'went', u'back', u'and', u'forth', u'several', u'times', u'not', u'even', u'so', u'much', u'as', u'an', u'Are', u'you', u'being', u'helped']",0
566,"[u'Food', u'was', u'delicious']",1
567,"[u'AN', u'HOUR', u'seriously']",0
568,"[u'I', u'consider', u'this', u'theft']",0
569,"[u'Eew', u'This', u'location', u'needs', u'a', u'complete', u'overhaul']",0
570,"[u'We', u'recently', u'witnessed', u'her', u'poor', u'quality', u'of', u'management', u'towards', u'other', u'guests', u'as', u'well']",0
571,"[u'Waited', u'and', u'waited', u'and', u'waited']",0
572,"[u'He', u'also', u'came', u'back', u'to', u'check', u'on', u'us', u'regularly', u'excellent', u'service']",1
573,"[u'Our', u'server', u'was', u'super', u'nice', u'and', u'checked', u'on', u'us', u'many', u'times']",1
574,"[u'The', u'pizza', u'tasted', u'old', u'super', u'chewy', u'in', u'not', u'a', u'good', u'way']",0
575,"[u'I', u'swung', u'in', u'to', u'give', u'them', u'a', u'try', u'but', u'was', u'deeply', u'disappointed']",0
576,"[u'Service', u'was', u'good', u'and', u'the', u'company', u'was', u'better']",1
577,"[u'The', u'staff', u'are', u'also', u'very', u'friendly', u'and', u'efficient']",1
578,"[u'As', u'for', u'the', u'service', u'I', u'm', u'a', u'fan', u'because', u'it', u's', u'quick', u'and', u'you', u're', u'being', u'served', u'by', u'some', u'nice', u'folks']",1
579,"[u'Boy', u'was', u'that', u'sucker', u'dry']",0
580,"[u'Over', u'rated']",0
581,"[u'If', u'you', u'look', u'for', u'authentic', u'Thai', u'food', u'go', u'else', u'where']",0
582,"[u'Their', u'steaks', u'are', u'100', u'recommended']",1
583,"[u'After', u'I', u'pulled', u'up', u'my', u'car', u'I', u'waited', u'for', u'another', u'15', u'minutes', u'before', u'being', u'acknowledged']",0
584,"[u'Great', u'food', u'and', u'great', u'service', u'in', u'a', u'clean', u'and', u'friendly', u'setting']",1
585,"[u'All', u'in', u'all', u'I', u'can', u'assure', u'you', u'I', u'll', u'be', u'back']",1
586,"[u'I', u'hate', u'those', u'things', u'as', u'much', u'as', u'cheap', u'quality', u'black', u'olives']",0
587,"[u'My', u'breakfast', u'was', u'perpared', u'great', u'with', u'a', u'beautiful', u'presentation', u'of', u'3', u'giant', u'slices', u'of', u'Toast', u'lightly', u'dusted', u'with', u'powdered', u'sugar']",1
588,"[u'The', u'kids', u'play', u'area', u'is', u'NASTY']",0
589,"[u'Great', u'place', u'fo', u'take', u'out', u'or', u'eat', u'in']",1
590,"[u'The', u'waitress', u'was', u'friendly', u'and', u'happy', u'to', u'accomodate', u'for', u'vegan', u'veggie', u'options']",1
591,"[u'OMG', u'I', u'felt', u'like', u'I', u'had', u'never', u'eaten', u'Thai', u'food', u'until', u'this', u'dish']",1
592,"[u'It', u'was', u'extremely', u'crumby', u'and', u'pretty', u'tasteless']",0
593,"[u'It', u'was', u'a', u'pale', u'color', u'instead', u'of', u'nice', u'and', u'char', u'and', u'has', u'NO', u'flavor']",0
594,"[u'The', u'croutons', u'also', u'taste', u'homemade', u'which', u'is', u'an', u'extra', u'plus']",1
595,"[u'I', u'got', u'home', u'to', u'see', u'the', u'driest', u'damn', u'wings', u'ever']",0
596,"[u'It', u'll', u'be', u'a', u'regular', u'stop', u'on', u'my', u'trips', u'to', u'Phoenix']",1
597,"[u'I', u'really', u'enjoyed', u'Crema', u'Caf', u'before', u'they', u'expanded', u'I', u'even', u'told', u'friends', u'they', u'had', u'the', u'BEST', u'breakfast']",1
598,"[u'Not', u'good', u'for', u'the', u'money']",0
599,"[u'I', u'miss', u'it', u'and', u'wish', u'they', u'had', u'one', u'in', u'Philadelphia']",1
600,"[u'We', u'got', u'sitting', u'fairly', u'fast', u'but', u'ended', u'up', u'waiting', u'40', u'minutes', u'just', u'to', u'place', u'our', u'order', u'another', u'30', u'minutes', u'before', u'the', u'food', u'arrived']",0
601,"[u'They', u'also', u'have', u'the', u'best', u'cheese', u'crisp', u'in', u'town']",1
602,"[u'Good', u'value', u'great', u'food', u'great', u'service']",1
603,"[u'Couldn', u't', u'ask', u'for', u'a', u'more', u'satisfying', u'meal']",1
604,"[u'The', u'food', u'is', u'good']",1
605,"[u'It', u'was', u'awesome']",1
606,"[u'I', u'just', u'wanted', u'to', u'leave']",0
607,"[u'We', u'made', u'the', u'drive', u'all', u'the', u'way', u'from', u'North', u'Scottsdale', u'and', u'I', u'was', u'not', u'one', u'bit', u'disappointed']",1
608,"[u'I', u'will', u'not', u'be', u'eating', u'there', u'again']",0
609,"[u'THE', u'OWNERS', u'REALLY', u'REALLY', u'need', u'to', u'quit', u'being', u'soooooo', u'cheap', u'let', u'them', u'wrap', u'my', u'freaking', u'sandwich', u'in', u'two', u'papers', u'not', u'one']",0
610,"[u'I', u'checked', u'out', u'this', u'place', u'a', u'couple', u'years', u'ago', u'and', u'was', u'not', u'impressed']",0
611,"[u'The', u'chicken', u'I', u'got', u'was', u'definitely', u'reheated', u'and', u'was', u'only', u'ok', u'the', u'wedges', u'were', u'cold', u'and', u'soggy']",0
612,"[u'Sorry', u'I', u'will', u'not', u'be', u'getting', u'food', u'from', u'here', u'anytime', u'soon']",0
613,"[u'An', u'absolute', u'must', u'visit']",1
614,"[u'The', u'cow', u'tongue', u'and', u'cheek', u'tacos', u'are', u'amazing']",1
615,"[u'My', u'friend', u'did', u'not', u'like', u'his', u'Bloody', u'Mary']",0
616,"[u'Despite', u'how', u'hard', u'I', u'rate', u'businesses', u'its', u'actually', u'rare', u'for', u'me', u'to', u'give', u'a', u'1', u'star']",0
617,"[u'They', u'really', u'want', u'to', u'make', u'your', u'experience', u'a', u'good', u'one']",1
618,"[u'I', u'will', u'not', u'return']",0
619,"[u'I', u'had', u'the', u'chicken', u'Pho', u'and', u'it', u'tasted', u'very', u'bland']",0
620,"[u'Very', u'disappointing']",0
621,"[u'The', u'grilled', u'chicken', u'was', u'so', u'tender', u'and', u'yellow', u'from', u'the', u'saffron', u'seasoning']",1
622,"[u'a', u'drive', u'thru', u'means', u'you', u'do', u'not', u'want', u'to', u'wait', u'around', u'for', u'half', u'an', u'hour', u'for', u'your', u'food', u'but', u'somehow', u'when', u'we', u'end', u'up', u'going', u'here', u'they', u'make', u'us', u'wait', u'and', u'wait']",0
623,"[u'Pretty', u'awesome', u'place']",1
624,"[u'Ambience', u'is', u'perfect']",1
625,"[u'Best', u'of', u'luck', u'to', u'the', u'rude', u'and', u'non', u'customer', u'service', u'focused', u'new', u'management']",0
626,"[u'Any', u'grandmother', u'can', u'make', u'a', u'roasted', u'chicken', u'better', u'than', u'this', u'one']",0
627,"[u'I', u'asked', u'multiple', u'times', u'for', u'the', u'wine', u'list', u'and', u'after', u'some', u'time', u'of', u'being', u'ignored', u'I', u'went', u'to', u'the', u'hostess', u'and', u'got', u'one', u'myself']",0
628,"[u'The', u'staff', u'is', u'always', u'super', u'friendly', u'and', u'helpful', u'which', u'is', u'especially', u'cool', u'when', u'you', u'bring', u'two', u'small', u'boys', u'and', u'a', u'baby']",1
629,"[u'Four', u'stars', u'for', u'the', u'food', u'the', u'guy', u'in', u'the', u'blue', u'shirt', u'for', u'his', u'great', u'vibe', u'still', u'letting', u'us', u'in', u'to', u'eat']",1
630,"[u'The', u'roast', u'beef', u'sandwich', u'tasted', u'really', u'good']",1
631,"[u'Same', u'evening', u'him', u'and', u'I', u'are', u'both', u'drastically', u'sick']",0
632,"[u'High', u'quality', u'chicken', u'on', u'the', u'chicken', u'Caesar', u'salad']",1
633,"[u'Ordered', u'burger', u'rare', u'came', u'in', u'we', u'll', u'done']",0
634,"[u'We', u'were', u'promptly', u'greeted', u'and', u'seated']",1
635,"[u'Tried', u'to', u'go', u'here', u'for', u'lunch', u'and', u'it', u'was', u'a', u'madhouse']",0
636,"[u'I', u'was', u'proven', u'dead', u'wrong', u'by', u'this', u'sushi', u'bar', u'not', u'only', u'because', u'the', u'quality', u'is', u'great', u'but', u'the', u'service', u'is', u'fast', u'and', u'the', u'food', u'impeccable']",1
637,"[u'After', u'waiting', u'an', u'hour', u'and', u'being', u'seated', u'I', u'was', u'not', u'in', u'the', u'greatest', u'of', u'moods']",0
638,"[u'This', u'is', u'a', u'good', u'joint']",1
639,"[u'The', u'Macarons', u'here', u'are', u'insanely', u'good']",1
640,"[u'I', u'm', u'not', u'eating', u'here']",0
641,"[u'Our', u'waiter', u'was', u'very', u'attentive', u'friendly', u'and', u'informative']",1
642,"[u'Maybe', u'if', u'they', u'weren', u't', u'cold', u'they', u'would', u'have', u'been', u'somewhat', u'edible']",0
643,"[u'This', u'place', u'has', u'a', u'lot', u'of', u'promise', u'but', u'fails', u'to', u'deliver']",0
644,"[u'Very', u'bad', u'Experience']",0
645,"[u'What', u'a', u'mistake']",0
646,"[u'Food', u'was', u'average', u'at', u'best']",0
647,"[u'Great', u'food']",1
648,"[u'We', u'won', u't', u'be', u'going', u'back', u'anytime', u'soon']",0
649,"[u'Very', u'Very', u'Disappointed', u'ordered', u'the', u'35', u'Big', u'Bay', u'Plater']",0
650,"[u'Great', u'place', u'to', u'relax', u'and', u'have', u'an', u'awesome', u'burger', u'and', u'beer']",1
651,"[u'It', u'is', u'PERFECT', u'for', u'a', u'sit', u'down', u'family', u'meal', u'or', u'get', u'together', u'with', u'a', u'few', u'friends']",1
652,"[u'Not', u'much', u'flavor', u'to', u'them', u'and', u'very', u'poorly', u'constructed']",0
653,"[u'The', u'patio', u'seating', u'was', u'very', u'comfortable']",1
654,"[u'The', u'fried', u'rice', u'was', u'dry', u'as', u'well']",0
655,"[u'Hands', u'down', u'my', u'favorite', u'Italian', u'restaurant']",1
656,"[u'That', u'just', u'SCREAMS', u'LEGIT', u'in', u'my', u'book', u'somethat', u's', u'also', u'pretty', u'rare', u'here', u'in', u'Vegas']",1
657,"[u'It', u'was', u'just', u'not', u'a', u'fun', u'experience']",1
658,"[u'The', u'atmosphere', u'was', u'great', u'with', u'a', u'lovely', u'duo', u'of', u'violinists', u'playing', u'songs', u'we', u'requested']",1
659,"[u'I', u'personally', u'love', u'the', u'hummus', u'pita', u'baklava', u'falafels', u'and', u'Baba', u'Ganoush', u'it', u's', u'amazing', u'what', u'they', u'do', u'with', u'eggplant']",1
660,"[u'Very', u'convenient', u'since', u'we', u'were', u'staying', u'at', u'the', u'MGM']",1
661,"[u'The', u'owners', u'are', u'super', u'friendly', u'and', u'the', u'staff', u'is', u'courteous']",1
662,"[u'Both', u'great']",1
663,"[u'Eclectic', u'selection']",1
664,"[u'The', u'sweet', u'potato', u'tots', u'were', u'good', u'but', u'the', u'onion', u'rings', u'were', u'perfection', u'or', u'as', u'close', u'as', u'I', u'have', u'had']",1
665,"[u'The', u'staff', u'was', u'very', u'attentive']",1
666,"[u'And', u'the', u'chef', u'was', u'generous', u'with', u'his', u'time', u'even', u'came', u'around', u'twice', u'so', u'we', u'can', u'take', u'pictures', u'with', u'him']",1
667,"[u'The', u'owner', u'used', u'to', u'work', u'at', u'Nobu', u'so', u'this', u'place', u'is', u'really', u'similar', u'for', u'half', u'the', u'price']",1
668,"[u'Google', u'mediocre', u'and', u'I', u'imagine', u'Smashburger', u'will', u'pop', u'up']",0
669,"[u'dont', u'go', u'here']",0
670,"[u'I', u'promise', u'they', u'won', u't', u'disappoint']",1
671,"[u'As', u'a', u'sushi', u'lover', u'avoid', u'this', u'place', u'by', u'all', u'means']",0
672,"[u'What', u'a', u'great', u'double', u'cheeseburger']",1
673,"[u'Awesome', u'service', u'and', u'food']",1
674,"[u'A', u'fantastic', u'neighborhood', u'gem']",1
675,"[u'I', u'can', u't', u'wait', u'to', u'go', u'back']",1
676,"[u'The', u'plantains', u'were', u'the', u'worst', u'I', u've', u'ever', u'tasted']",0
677,"[u'It', u's', u'a', u'great', u'place', u'and', u'I', u'highly', u'recommend', u'it']",1
678,"[u'Service', u'was', u'slow', u'and', u'not', u'attentive']",0
679,"[u'I', u'gave', u'it', u'5', u'stars', u'then', u'and', u'I', u'm', u'giving', u'it', u'5', u'stars', u'now']",1
680,"[u'Your', u'staff', u'spends', u'more', u'time', u'talking', u'to', u'themselves', u'than', u'me']",0
681,"[u'Dessert', u'Panna', u'Cotta', u'was', u'amazing']",1
682,"[u'Very', u'good', u'food', u'great', u'atmosphere', u'1']",1
683,"[u'Damn', u'good', u'steak']",1
684,"[u'Total', u'brunch', u'fail']",0
685,"[u'Prices', u'are', u'very', u'reasonable', u'flavors', u'are', u'spot', u'on', u'the', u'sauce', u'is', u'home', u'made', u'and', u'the', u'slaw', u'is', u'not', u'drenched', u'in', u'mayo']",1
686,"[u'The', u'decor', u'is', u'nice', u'and', u'the', u'piano', u'music', u'soundtrack', u'is', u'pleasant']",1
687,"[u'The', u'steak', u'was', u'amazing', u'rge', u'fillet', u'relleno', u'was', u'the', u'best', u'seafood', u'plate', u'i', u'have', u'ever', u'had']",1
688,"[u'Good', u'food', u'good', u'service']",1
689,"[u'It', u'was', u'absolutely', u'amazing']",1
690,"[u'I', u'probably', u'won', u't', u'be', u'back', u'to', u'be', u'honest']",0
691,"[u'will', u'definitely', u'be', u'back']",1
692,"[u'The', u'sergeant', u'pepper', u'beef', u'sandwich', u'with', u'auju', u'sauce', u'is', u'an', u'excellent', u'sandwich', u'as', u'well']",1
693,"[u'Hawaiian', u'Breeze', u'Mango', u'Magic', u'and', u'Pineapple', u'Delight', u'are', u'the', u'smoothies', u'that', u'I', u've', u'tried', u'so', u'far', u'and', u'they', u're', u'all', u'good']",1
694,"[u'Went', u'for', u'lunch', u'service', u'was', u'slow']",0
695,"[u'We', u'had', u'so', u'much', u'to', u'say', u'about', u'the', u'place', u'before', u'we', u'walked', u'in', u'that', u'he', u'expected', u'it', u'to', u'be', u'amazing', u'but', u'was', u'quickly', u'disappointed']",0
696,"[u'I', u'was', u'mortified']",0
697,"[u'Needless', u'to', u'say', u'we', u'will', u'never', u'be', u'back', u'here', u'again']",0
698,"[u'Anyways', u'The', u'food', u'was', u'definitely', u'not', u'filling', u'at', u'all', u'and', u'for', u'the', u'price', u'you', u'pay', u'you', u'should', u'expect', u'more']",0
699,"[u'The', u'chips', u'that', u'came', u'out', u'were', u'dripping', u'with', u'grease', u'and', u'mostly', u'not', u'edible']",0
700,"[u'I', u'wasn', u't', u'really', u'impressed', u'with', u'Strip', u'Steak']",0
701,"[u'Have', u'been', u'going', u'since', u'2007', u'and', u'every', u'meal', u'has', u'been', u'awesome']",1
702,"[u'Our', u'server', u'was', u'very', u'nice', u'and', u'attentive', u'as', u'were', u'the', u'other', u'serving', u'staff']",1
703,"[u'The', u'cashier', u'was', u'friendly', u'and', u'even', u'brought', u'the', u'food', u'out', u'to', u'me']",1
704,"[u'I', u'work', u'in', u'the', u'hospitality', u'industry', u'in', u'Paradise', u'Valley', u'and', u'have', u'refrained', u'from', u'recommending', u'Cibo', u'any', u'longer']",0
705,"[u'The', u'atmosphere', u'here', u'is', u'fun']",1
706,"[u'Would', u'not', u'recommend', u'to', u'others']",0
707,"[u'Service', u'is', u'quick', u'and', u'even', u'to', u'go', u'orders', u'are', u'just', u'like', u'we', u'like', u'it']",1
708,"[u'I', u'mean', u'really', u'how', u'do', u'you', u'get', u'so', u'famous', u'for', u'your', u'fish', u'and', u'chips', u'when', u'it', u's', u'so', u'terrible']",0
709,"[u'That', u'said', u'our', u'mouths', u'and', u'bellies', u'were', u'still', u'quite', u'pleased']",1
710,"[u'Not', u'my', u'thing']",0
711,"[u'2', u'Thumbs', u'Up']",1
712,"[u'If', u'you', u'are', u'reading', u'this', u'please', u'don', u't', u'go', u'there']",0
713,"[u'I', u'loved', u'the', u'grilled', u'pizza', u'reminded', u'me', u'of', u'legit', u'Italian', u'pizza']",1
714,"[u'Only', u'Pros', u'Large', u'seating', u'area', u'Nice', u'bar', u'area', u'Great', u'simple', u'drink', u'menu', u'The', u'BEST', u'brick', u'oven', u'pizza', u'with', u'homemade', u'dough']",1
715,"[u'They', u'have', u'a', u'really', u'nice', u'atmosphere']",1
716,"[u'Tonight', u'I', u'had', u'the', u'Elk', u'Filet', u'special', u'and', u'it', u'sucked']",0
717,"[u'After', u'one', u'bite', u'I', u'was', u'hooked']",1
718,"[u'We', u'ordered', u'some', u'old', u'classics', u'and', u'some', u'new', u'dishes', u'after', u'going', u'there', u'a', u'few', u'times', u'and', u'were', u'sorely', u'disappointed', u'with', u'everything']",0
719,"[u'Cute', u'quaint', u'simple', u'honest']",1
720,"[u'The', u'chicken', u'was', u'deliciously', u'seasoned', u'and', u'had', u'the', u'perfect', u'fry', u'on', u'the', u'outside', u'and', u'moist', u'chicken', u'on', u'the', u'inside']",1
721,"[u'The', u'food', u'was', u'great', u'as', u'always', u'compliments', u'to', u'the', u'chef']",1
722,"[u'Special', u'thanks', u'to', u'Dylan', u'T', u'for', u'the', u'recommendation', u'on', u'what', u'to', u'order', u'All', u'yummy', u'for', u'my', u'tummy']",1
723,"[u'Awesome', u'selection', u'of', u'beer']",1
724,"[u'Great', u'food', u'and', u'awesome', u'service']",1
725,"[u'One', u'nice', u'thing', u'was', u'that', u'they', u'added', u'gratuity', u'on', u'the', u'bill', u'since', u'our', u'party', u'was', u'larger', u'than', u'6', u'or', u'8', u'and', u'they', u'didn', u't', u'expect', u'more', u'tip', u'than', u'that']",1
726,"[u'A', u'FLY', u'was', u'in', u'my', u'apple', u'juice', u'A', u'FLY']",0
727,"[u'The', u'Han', u'Nan', u'Chicken', u'was', u'also', u'very', u'tasty']",1
728,"[u'As', u'for', u'the', u'service', u'I', u'thought', u'it', u'was', u'good']",1
729,"[u'The', u'food', u'was', u'barely', u'lukewarm', u'so', u'it', u'must', u'have', u'been', u'sitting', u'waiting', u'for', u'the', u'server', u'to', u'bring', u'it', u'out', u'to', u'us']",0
730,"[u'Ryan', u's', u'Bar', u'is', u'definitely', u'one', u'Edinburgh', u'establishment', u'I', u'won', u't', u'be', u'revisiting']",0
731,"[u'Nicest', u'Chinese', u'restaurant', u'I', u've', u'been', u'in', u'a', u'while']",1
732,"[u'Overall', u'I', u'like', u'there', u'food', u'and', u'the', u'service']",1
